,Reaction_name,Reaction_name_long,Subsystem,cell_type,associated_genes
231,GALNTg_pos,GalNAc_transferase__Golgi_apparatus,O-glycan_synthesis,Endothelial,GALNT1
232,GALASE19ly_pos,beta-galactosidase__lysosomal,Keratan_sulfate_degradation,Endothelial,CTSA
233,CORE6GTg_pos,Core_6_beta-GlcNAc-transferase_A__Golgi_apparatus,O-glycan_synthesis,Endothelial,GCNT1
234,NTD8_pos,5'-nucleotidase_(dGMP),Nucleotide_interconversion,Endothelial,NT5C
235,r0743_pos,hydroxysteroid_(17-beta)_dehydrogenase_4__Bile_acid_biosynthesis_EC:1.1.1.35,Bile_acid_synthesis,Endothelial,HSD17B4
236,r0744_pos,(24R_25R)-3alpha_7alpha_12alpha_24-tetrahydroxy-5beta-cholestanoyl-_CoA_hydro-lyase_Bile_acid_biosynthesis_EC:4.2.1.107,Bile_acid_synthesis,Endothelial,HSD17B4
237,r0706_pos,acyl-Coenzyme_A_dehydrogenase_family__member_9__Bile_acid_biosynthesis_EC:1.3.3.6,Bile_acid_synthesis,Endothelial,ACAD9
238,SCPx_pos,peroxisomal_thiolase_2,Bile_acid_synthesis,Endothelial,SCP2
239,P45027A11m_pos,5-beta-cholestane-3-alpha_7-alpha_12-alpha-triol_27-hydroxylase,Bile_acid_synthesis,Endothelial,CYP27A1
240,RE2625M_pos,RE2625,Bile_acid_synthesis,Endothelial,CYP27A1
241,AKR1D2_pos,aldo-keto_reductase_family_1__member_D1_(delta_4-3-ketosteroid-5-beta-reductase),Bile_acid_synthesis,Endothelial,AKR1D1
242,VLCSp_pos,Very-long-chain-fatty-acid-CoA_ligase,Bile_acid_synthesis,Endothelial,SLC27A2
243,P4508B13r_pos,sterol_12-alpha-hydroxylase_(nadh),Bile_acid_synthesis,Endothelial,CYP8B1
244,r0735_pos,trans-Dec-2-enoyl-CoA_reductase_Fatty_acid_elongation_in_mitochondria_EC:1.3.1.38,Fatty_acid_oxidation,Endothelial,MECR
245,r2525_pos,Major_Facilitator(MFS)_TCDB:2.A.1.44.1,Transport__extracellular,Endothelial,SLC43A1
246,r0113_pos,UDP-N-acetyl-D-glucosamine_2-epimerase_Aminosugars_metabolism_EC:5.1.3.14,Aminosugar_metabolism,Endothelial,GNE
247,r0845_pos,Drug/Metabolite_Transporter_(DMT)_TCDB:2.A.7.12.7,Transport__endoplasmic_reticular,Endothelial,SLC35A3
248,r0456_pos,ATP:deoxyguanosine_5-phosphotransferase_Purine_metabolism_EC:2.7.1.113,Nucleotide_interconversion,Endothelial,DGUOK
249,25HVITD3c_pos,1-alpha_hydroxylation_of_25-hydroxy_vitamin_D,Vitamin_D_metabolism,Endothelial,CYP27B1
250,r0672_neg,Cholest-5-ene-3beta_7alpha-diol:NAD+_3-oxidoreductase_Bile_acid_biosynthesis_EC:1.1.1.181,Bile_acid_synthesis,Endothelial,HSD3B7
251,ACACT10m_neg,acetyl-CoA_C-acetyltransferase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,ACAA2
252,HACD9m_neg,3-hydroxyacyl-CoA_dehydrogenase_(2-Methylacetoacetyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,EHHADH
253,ECOAH9m_neg,2-Methylprop-2-enoyl-CoA_(2-Methylbut-2-enoyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,ECHS1
254,P45021A2r_pos,Steroid_21-hydroxylase,Steroid_metabolism,Endothelial,CYP21A1
255,P45011B12m_pos,Steroid_11-beta-hydroxylase,Steroid_metabolism,Endothelial,CYP11B1
256,XYLK_pos,xylulokinase,Pentose_phosphate_pathway,Endothelial,XYLB
257,ASCBt4_neg,L-ascorbate_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC23A1
258,FAH3_pos,Fatty_acid_omega-hydroxylase,Cytochrome_metabolism,Endothelial,CYP4A29
259,PPAm_pos,inorganic_diphosphatase,Oxidative_phosphorylation,Endothelial,PPA2
260,P4508B11r_pos,sterol_12-alpha-hydroxylase,Bile_acid_synthesis,Endothelial,CYP8B1
261,KCC2t_neg,K+-Cl-_cotransporter_(NH4+),Transport__extracellular,Endothelial,SLC12A4
262,KCC2t_pos,K+-Cl-_cotransporter_(NH4+),Transport__extracellular,Endothelial,SLC12A4
263,C140CPT1_pos,production_of_myristoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1A
264,ORNtiDF_pos,ornithine_transport_via_diffusion_(extracellular_to_cytosol),Transport__extracellular,Endothelial,SLC7A1
265,TMNDNCCPT2_pos,carnitine_transferase,Fatty_acid_oxidation,Endothelial,CPT2
266,TMNDNCCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Endothelial,CPT1A
267,TMNDNCCRNt_pos,transport_into_the_mitochondria_(carnitine),Fatty_acid_oxidation,Endothelial,SLC25A20
268,RDH1_neg,retinol_dehydrogenase_(all-trans),Vitamin_A_metabolism,Endothelial,RDH16F1
269,RDH1a_pos,retinol_dehydrogenase_(all-trans_NADPH),Vitamin_A_metabolism,Endothelial,RDH10
270,r2370_pos,Nucleobase:Cation_Symporter-2_(NCS2)_TCDB:2.A.40.6.1,Transport__extracellular,Endothelial,SLC23A1
271,GUAPRT_pos,guanine_phosphoribosyltransferase,Nucleotide_salvage_pathway,Endothelial,HPRT
272,HXPRT_pos,hypoxanthine_phosphoribosyltransferase_(Hypoxanthine),Nucleotide_salvage_pathway,Endothelial,HPRT
273,RE1804M_neg,RE1804,Bile_acid_synthesis,Endothelial,CYP27A1
274,r2535_neg,Major_Facilitator(MFS)_TCDB:2.A.1.44.1,Transport__extracellular,Endothelial,SLC43A1
275,ASPTA_neg,aspartate_transaminase,Alanine_and_aspartate_metabolism,Endothelial,GOT1
276,r0145_pos,L-Arginine_NADPH:oxygen_oxidoreductase_(nitric-oxide-forming)_Arginine_and_proline_metabolism_EC:1.14.13.39,Arginine_and_Proline_Metabolism,Endothelial,NOS1
277,PUNP5_pos,purine-nucleoside_phosphorylase_(Inosine),Purine_catabolism,Endothelial,PNP2
278,FAOXC2252053m_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,ACADM
279,ALDD2x_pos,aldehyde_dehydrogenase_(acetaldehyde__NAD),Glycolysis/gluconeogenesis,Endothelial,ALDH1A1
280,RE2999M_pos,RE2999,Fatty_acid_oxidation,Endothelial,ECI1
281,RE3000M_pos,RE3000,Fatty_acid_oxidation,Endothelial,ECH1
282,RE3001M_pos,RE3001,Fatty_acid_oxidation,Endothelial,DECR1
283,RE1573M_neg,RE1573,Fatty_acid_oxidation,Endothelial,ECI1
284,RE3003M_neg,RE3003,Fatty_acid_oxidation,Endothelial,ECI1
285,RE1533M_neg,RE1533,Fatty_acid_oxidation,Endothelial,ACAA2
286,RE3004M_pos,RE3004,Fatty_acid_oxidation,Endothelial,ECHS1
287,RE3005M_pos,RE3005,Fatty_acid_oxidation,Endothelial,EHHADH
288,RE3006M_pos,RE3006,Fatty_acid_oxidation,Endothelial,ACAA2
289,RE1526M_neg,RE1526,Fatty_acid_oxidation,Endothelial,EHHADH
290,RE1521M_neg,RE1521,Fatty_acid_oxidation,Endothelial,ECHS1
291,RE3624M_pos,RE3624,Fatty_acid_oxidation,Endothelial,ACOX1
292,LYStiDF_pos,L-lysine_transport_via_diffusion_(extracellular_to_cytosol),Transport__extracellular,Endothelial,SLC38A4
293,C226CPT1_pos,carnitine_C22:6_transferase,Fatty_acid_oxidation,Endothelial,CPT1A
294,FAOXC226205m_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,ACADM
295,C226CPT2_pos,C226_transport_into_the_mitochondria,Fatty_acid_oxidation,Endothelial,CPT2
296,r1670_neg,Y+LAT2_Utilized_transport,Transport__extracellular,Endothelial,SLC7A6
297,PGM_pos,phosphoglycerate_mutase,Glycolysis/gluconeogenesis,Endothelial,BPGM
298,DOPACHRMISO_pos,L-dopachrome_isomerase_1,Tyrosine_metabolism,Endothelial,TYR
299,CHLP_pos,choline_phosphate_phosphatase,Glycerophospholipid_metabolism,Endothelial,PHOSPHO1
300,r0068_pos,Acetyl_adenylate:CoA_ligase_(AMP-forming)_Pyruvate_metabolism_EC:6.2.1.1,Unassigned,Endothelial,ACSS1
301,r0097_pos,Acetate:CoA_ligase_(AMP-forming)_Pyruvate_metabolism_EC:6.2.1.1,Unassigned,Endothelial,ACSS1
302,UGT1A4r_pos,UDP-glucuronosyltransferase_1-10_precursor__microsomal,Steroid_metabolism,Endothelial,UGT1A8
303,TSTSTERONEGLCte_pos,glucuronidated_compound_transport,Transport__extracellular,Endothelial,ABCC1
304,B3GNT36g_pos,UDP-GlcNAc:betaGal_beta-1_3-N-acetylglucosaminyltransferase_3__Golgi_apparatus,Sphingolipid_metabolism,Endothelial,B3GNT3
305,r1668_neg,Y+LAT2_Utilized_transport,Transport__extracellular,Endothelial,SLC7A6
306,PSSA1_hs_pos,Phosphatidylserine_synthase_homo_sapiens,Glycerophospholipid_metabolism,Endothelial,PTDSS1
307,LDH_D_pos,D-lactate_dehydrogenase,Pyruvate_metabolism,Endothelial,LDHD
308,r2532_pos,Major_Facilitator(MFS)_TCDB:2.A.1.44.1,Transport__extracellular,Endothelial,SLC43A1
309,r0627_pos,Galactosylglycerol_galactohydrolase_Galactose_metabolism_EC:3.2.1.22_EC:3.2.1.23,Unassigned,Endothelial,GLA
310,r0541_pos,Glutaryl-CoA:(acceptor)_2_3-oxidoreductase_(decarboxylating)_Fatty_acid_metabolism_EC:1.3.99.7,Tryptophan_metabolism,Endothelial,GCDH
311,ADNK1_pos,adenosine_kinase,Nucleotide_interconversion,Endothelial,ADK
312,NTD7_pos,5'-nucleotidase_(AMP),Nucleotide_interconversion,Endothelial,NT5C
313,NTD4_pos,5'-nucleotidase_(CMP),Pyrimidine_catabolism,Endothelial,NT5C
314,FAOXC2051843m_pos,Beta_oxidation_of_fatty_acid,Fatty_acid_oxidation,Endothelial,ACADM
315,ANDRSTRNGLCte_pos,glucuronidated_compound_transport,Transport__extracellular,Endothelial,ABCC1
316,UGT1A3r_pos,UDP-glucuronosyltransferase_1-10_precursor__microsomal,Steroid_metabolism,Endothelial,UGT1A8
317,r1665_neg,Y+LAT2_Utilized_transport,Transport__extracellular,Endothelial,SLC7A6
318,SEBCOACROT_pos,production_of_sebacoyl_carnitine,Fatty_acid_oxidation,Endothelial,CROT
319,C10DCCACT_pos,transport_of_sebacoyl_carnitine_into_cytosol,Fatty_acid_oxidation,Endothelial,SLC25A20
320,FAOXC12DCC10DCx_pos,fatty_acid_beta_oxidation(C12DC-->C10DC)x,Fatty_acid_oxidation,Endothelial,ACAA1B
321,r0391_pos,Nicotinate_D-ribonucleotide:pyrophosphate_phosphoribosyltransferase_Nicotinate_and_nicotinamide_metabolism_EC:2.4.2.11,NAD_metabolism,Endothelial,NAPRT
322,r2516_pos,Major_Facilitator(MFS)_TCDB:2.A.1.13.1,Transport__peroxisomal,Endothelial,SLC16A1
323,PYRt2p_neg,pyruvate_peroxisomal_transport_via_proton_symport,D-alanine_metabolism,Endothelial,SLC16A1
324,r0173_pos,(S)-Lactate:NAD+_oxidoreductase_Glycolysis_/_Gluconeogenesis_/_Pyruvate_metabolism_EC:1.1.1.27,Glycolysis/gluconeogenesis,Endothelial,LDHA
325,LDH_L_neg,L-lactate_dehydrogenase,Glycolysis/gluconeogenesis,Endothelial,LDHA
326,NP1_pos,nucleotide_phosphatase,NAD_metabolism,Endothelial,PNP2
327,GLAl_pos,galactosidase__alpha,Sphingolipid_metabolism,Endothelial,GLA
328,ASPTAm_neg,aspartate_transaminase,Alanine_and_aspartate_metabolism,Endothelial,GOT2
329,FAOXC18480m_pos,Beta_oxidation_of_fatty_acid,Fatty_acid_oxidation,Endothelial,ACADM
330,DUTPDPn_pos,dUTP_diphosphatase__nuclear,Nucleotide_interconversion,Endothelial,DUT
331,UGT1A9r_pos,UDP-glucuronosyltransferase_1-10_precursor__microsomal,Steroid_metabolism,Endothelial,UGT2B34
332,NDPK6n_pos,nucleoside-diphosphate_kinase_(ATP:dUDP)__nuclear,Nucleotide_interconversion,Endothelial,GM20390
333,5ADTSTSTERONEGLCte_pos,glucuronidated_compound_transport,Transport__extracellular,Endothelial,ABCC1
334,RE2973N_neg,RE2973,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIK3C2A
335,r0671_pos,(R)-4-Phosphopantothenate:L-cysteine_ligase_EC:6.3.2.5,CoA_synthesis,Endothelial,PPCS
336,PROD2m_pos,Proline_dehydrogenase_(m),Arginine_and_Proline_Metabolism,Endothelial,PRODH
337,r0531_pos,dUTP:cytidine_5-phosphotransferase_Pyrimidine_metabolism_EC:2.7.1.48,Nucleotide_interconversion,Endothelial,UCK1
338,FAOXC6C4m_pos,fatty_acid_beta_oxidation(C6-->C4)m,Fatty_acid_oxidation,Endothelial,ACAA2
339,P4501B1r_pos,cytochrome_P450_1B1,Steroid_metabolism,Endothelial,CYP1B1
340,C4CRNCPT2_neg,transport_of_butyryl_carnitine_in_the_mitochondrial_matrix_for_final_hydrolysis,Fatty_acid_oxidation,Endothelial,CPT2
341,C4tmc_neg,transport_of_bytyrylcarnitine_into_mitochondrial_matrix,Transport__mitochondrial,Endothelial,SLC25A20
342,C4CRNCPT2_pos,transport_of_butyryl_carnitine_in_the_mitochondrial_matrix_for_final_hydrolysis,Fatty_acid_oxidation,Endothelial,CPT2
343,C4tmc_pos,transport_of_bytyrylcarnitine_into_mitochondrial_matrix,Transport__mitochondrial,Endothelial,SLC25A20
344,C40CPT1_pos,production_of_butyrylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1A
345,CBPSam_pos,carbamoyl-phosphate_synthase_(ammonia)_(mitochondria,Glutamate_metabolism,Endothelial,CPS1
346,RE0453M_neg,RE0453,Pyrimidine_synthesis,Endothelial,NME4
347,P45021A1r_pos,Steroid_21-hydroxylase,Steroid_metabolism,Endothelial,CYP21A1
348,P45011B11m_pos,Steroid_11-beta-hydroxylase,Steroid_metabolism,Endothelial,CYP11B1
349,DURIPP_neg,deoxyuridine_phosphorylase,Nucleotide_interconversion,Endothelial,PNP2
350,ASPTA_pos,aspartate_transaminase,Alanine_and_aspartate_metabolism,Endothelial,GOT1
351,PCRNtm_pos,transport_into_the_mitochondria_from_cytosol_(carnitine),Fatty_acid_oxidation,Endothelial,SLC25A20
352,C30CPT1_pos,production_of_propionylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1A
353,CSNAT2m_pos,carnitine_O-aceyltransferase__mitochondrial,Fatty_acid_oxidation,Endothelial,CRAT
354,RE3326M_pos,RE3326,Valine__leucine__and_isoleucine_metabolism,Endothelial,BCKDHB
355,r0561_pos,2-methylpropanoyl-CoA:enzyme_N6-(dihydrolipoyl)lysine_S-(2-methylpropanoyl)transferase_Valine__leucine_and_isoleucine_degradation_EC:2.3.1.168,Valine__leucine__and_isoleucine_metabolism,Endothelial,DBT
356,C181CRNt_pos,C181_transport_into_the_mitochondria,Fatty_acid_oxidation,Endothelial,SLC25A20
357,C181CPT2_pos,transport_of_Octadecenoyl-CoA_into_mitochondrial_matrix,Fatty_acid_oxidation,Endothelial,CPT2
358,C181CPT1_pos,transport_of_Octadecenoyl-CoA_into_mitochondrial_matrix,Fatty_acid_oxidation,Endothelial,CPT1A
359,r0722_neg,(S)-3-Hydroxydodecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.35_EC:1.1.1.211,Fatty_acid_oxidation,Endothelial,EHHADH
360,r0724_pos,Decanoyl-CoA:acetyl-CoA_C-acyltransferase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:2.3.1.16,Fatty_acid_oxidation,Endothelial,ACAA1B
361,r0660_pos,(S)-3-Hydroxydodecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Fatty_acid_oxidation,Endothelial,ECHS1
362,ADPCOACROT_neg,production_of_adipoyl_carnitine,Fatty_acid_oxidation,Endothelial,CROT
363,ADPCOAPTE_pos,thioesterification_of_adipoyl_coA_for_release_into_cytosol,Fatty_acid_oxidation,Endothelial,ACOT8
364,C6DCc_pos,production_of_adipoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1A
365,FAOXC12DCTc_neg,transport_of_dodecanedioyl_carnitine_into_cytosol,Fatty_acid_oxidation,Endothelial,SLC25A20
366,FAOXC12DCc_pos,formation_of_dodecanedioyl_carnitine,Fatty_acid_oxidation,Endothelial,CPT1A
367,C10DCCACT_neg,transport_of_sebacoyl_carnitine_into_cytosol,Fatty_acid_oxidation,Endothelial,SLC25A20
368,FAOXC12DCx_neg,production_of_dodecanedioyl_carnitine,Fatty_acid_oxidation,Endothelial,CROT
369,SBCOAACOTx_pos,thioesterification_of_suberyl_coa_for_release_into_cytosol,Fatty_acid_oxidation,Endothelial,ACOT8
370,C8DCc_pos,production_of_suberylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1A
371,C6DCCACT_neg,transport_of_adipoyl_carnitine_into_cytosol,Fatty_acid_oxidation,Endothelial,SLC25A20
372,C10DCc_pos,production_of_sebacoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1A
373,C4DCCACT_neg,transport_of_succinyl_carnitine_into_cytosol,Fatty_acid_oxidation,Endothelial,SLC25A20
374,C12DCACOT_pos,thioesterification_of_dodecanedioyl_coa_for_release_into_cytosol,Fatty_acid_oxidation,Endothelial,ACOT8
375,SEBCOACROT_neg,production_of_sebacoyl_carnitine,Fatty_acid_oxidation,Endothelial,CROT
376,SUCCOAPET_pos,thioesterification_of_succinyl_coa_for_release_into_cytosol,Fatty_acid_oxidation,Endothelial,ACOT4
377,SUCCCROT_neg,production_of_succinyl_carnitine,Fatty_acid_oxidation,Endothelial,CROT
378,SUBERCROT_neg,production_of_suberyl_carnitine,Fatty_acid_oxidation,Endothelial,CROT
379,SUBERCACT_neg,transport_of_suberyl_carnitine_into_cytosol,Fatty_acid_oxidation,Endothelial,SLC25A20
380,SEBCOAPET_pos,thioesterification_of_sebacoylcoa_for_release_into_cytosol,Fatty_acid_oxidation,Endothelial,ACOT8
381,DCK2n_neg,Deoxycytidine_kinase__nuclear_(UTP),Nucleotide_interconversion,Endothelial,DCK
382,DCK2n_pos,Deoxycytidine_kinase__nuclear_(UTP),Nucleotide_interconversion,Endothelial,DCK
383,DCK1n_pos,Deoxycytidine_kinase__nuclear_(ATP),Nucleotide_interconversion,Endothelial,DCK
384,DCK1n_neg,Deoxycytidine_kinase__nuclear_(ATP),Nucleotide_interconversion,Endothelial,DCK
385,r0022_neg,glutathione:NAD+_oxidoreductase_Glutamate_metabolism_EC:1.8.1.7,Glutathione_metabolism,Endothelial,GSR
386,GTHPm_pos,glutathione_peroxidase__mitochondria,Glutathione_metabolism,Endothelial,GPX1
387,FAOXOHC16C16DCc_pos,fatty_acid_omega_oxidation(w-OHC16-->C16DC)c,Fatty_acid_oxidation,Endothelial,ADH5
388,C16DCc_pos,production_of_hexadecanedioylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1A
389,FAOXC16OHC16r_pos,fatty_acid_omega_oxidation(C16-->w-OHC16)er,Fatty_acid_oxidation,Endothelial,CYP4F15
390,FAOXC16DCr_pos,fatty_acid_activation(C16DC)er,Fatty_acid_oxidation,Endothelial,ACSL5
391,HEXDICOAACBP_pos,transport_of_hexadecanedioyl_coa,Fatty_acid_oxidation,Endothelial,DBI
392,RPEc_neg,ribulose_5-phosphate_3-epimerase,Pentose_phosphate_pathway,Endothelial,RPE
393,NDP8_pos,nucleoside-diphosphatase_(dUDP),Nucleotide_interconversion,Endothelial,DTYMK
394,MDH_neg,malate_dehydrogenase,Citric_acid_cycle,Endothelial,MDH1
395,NAt5_neg,sodium/ammonium_proton_antiporter,Transport__extracellular,Endothelial,SLC9A1
396,FAOXTC101TC102m_pos,fatty_acid_beta_oxidation_trans(C10:1-->C10:2)m,Fatty_acid_oxidation,Endothelial,ACADM
397,FAOXTC122m_pos,isomerization_trans(C12:2)m,Fatty_acid_oxidation,Endothelial,ECI1
398,FAOXTC142TC122m_pos,fatty_acid_beta_oxidation_trans(C14:2-->C12:2)m,Fatty_acid_oxidation,Endothelial,ACADVL
399,FAOXTC102C101m_pos,fatty_acid_beta_oxidation_trans(C10:2-->C10:1)m,Fatty_acid_oxidation,Endothelial,DECR1
400,FAOXTC122TC101m_pos,fatty_acid_beta_oxidation_trans(C12:2-->C10:1)m,Fatty_acid_oxidation,Endothelial,ACAA2
401,FACOAL1821_pos,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Endothelial,ACSBG2
402,DGNSKm_pos,deoxyguanosine_kinase,Nucleotide_interconversion,Endothelial,DGUOK
403,HSD17B4x_pos,hydroxysteroid_(17-beta)_dehydrogenase_4,Bile_acid_synthesis,Endothelial,HSD17B4
404,GSNt_pos,guanosine_facilated_transport_in_cytosol,Transport__extracellular,Endothelial,SLC29A1
405,SUCCt4_2_pos,succinate_transport_via_sodium_symport,Transport__extracellular,Endothelial,SLC13A2
406,PEPCK_pos,Phosphoenolpyruvate_carboxykinase_(GTP),Glycolysis/gluconeogenesis,Endothelial,PCK1
407,TMDK1_pos,thymidine_kinase_(ATP:thymidine),Nucleotide_interconversion,Endothelial,TK1
408,THYMDtm_neg,thymd_transport,Transport__mitochondrial,Endothelial,SLC29A1
409,HISCAT1_pos,Transport_of_L-Histidine_by_y+_transporter,Transport__extracellular,Endothelial,SLC7A1
410,HIStiDF_pos,L-histidine_transport_via_diffusion_(extracellular_to_cytosol),Transport__extracellular,Endothelial,SLC38A4
411,MDHm_pos,malate_dehydrogenase__mitochondrial,Citric_acid_cycle,Endothelial,MDH1
412,r0509_pos,Succinate:ubiquinone_oxidoreductase_Citrate_cycle_(TCA_cycle)_EC:1.3.5.1,Citric_acid_cycle,Endothelial,SDHA
413,SUCD1m_neg,succinate_dehydrogenase,Citric_acid_cycle,Endothelial,SDHA
414,NTD6_pos,5'-nucleotidase_(dAMP),Nucleotide_interconversion,Endothelial,NT5C
415,FAOXC160_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,ACADM
416,DHCRD1_pos,dihydroceramide_desaturase,Sphingolipid_metabolism,Endothelial,DEGS1
417,FAOXC140_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,ACADM
418,P45019A2r_pos,aromatase,Steroid_metabolism,Endothelial,CYP19A1
419,ETFQO_pos,Electron_transfer_flavoprotein-ubiquinone_oxidoreductase,Fatty_acid_oxidation,Endothelial,ETFDH
420,ETF_pos,electron_transfer_flavoprotein,Fatty_acid_oxidation,Endothelial,ETFA
421,HSD17B1_pos,testicular_17-beta-hydroxysteroid_dehydrogenase,Steroid_metabolism,Endothelial,H2-KE6
422,TTDCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Endothelial,CPT1A
423,TTDCPT2_pos,carnitine_transferase,Fatty_acid_oxidation,Endothelial,CPT2
424,TTDCRNt_pos,transport_into_the_mitochondria_(carnitine),Fatty_acid_oxidation,Endothelial,SLC25A20
425,P45019A1r_pos,aromatase,Steroid_metabolism,Endothelial,CYP19A1
426,r0173_neg,(S)-Lactate:NAD+_oxidoreductase_Glycolysis_/_Gluconeogenesis_/_Pyruvate_metabolism_EC:1.1.1.27,Glycolysis/gluconeogenesis,Endothelial,LDHA
427,PYRt2p_pos,pyruvate_peroxisomal_transport_via_proton_symport,D-alanine_metabolism,Endothelial,SLC16A1
428,ACCOAL_pos,acetate-CoA_ligase_(ADP-forming),Propanoate_metabolism,Endothelial,ACSS2
429,LDH_L_pos,L-lactate_dehydrogenase,Glycolysis/gluconeogenesis,Endothelial,LDHA
430,FACOAL160i_pos,C160_fatty_acid_activation,Fatty_acid_oxidation,Endothelial,ACSBG2
431,FAOXC18280m_pos,Beta_oxidation_of_fatty_acid,Fatty_acid_oxidation,Endothelial,ACADM
432,r2526_pos,Major_Facilitator(MFS)_TCDB:2.A.1.44.1,Transport__extracellular,Endothelial,SLC43A1
433,MMEm_neg,methylmalonyl-CoA_epimerase/racemase,Valine__leucine__and_isoleucine_metabolism,Endothelial,MCEE
434,AMACRp_pos,alpha-methylacyl-CoA_racemase,Bile_acid_synthesis,Endothelial,AMACR
435,ACOX2x_pos,acyl-Coenzyme_A_oxidase_2__branched_chain,Bile_acid_synthesis,Endothelial,ACOX2
436,PI45P3K_pos,phosphatidylinositol_4_5-bisphosphate_3-kinase,Inositol_phosphate_metabolism,Endothelial,HCST
437,PI345P3P_pos,phosphatidylinositol-3_4_5-trisphosphate_3-phosphatase,Inositol_phosphate_metabolism,Endothelial,PTEN
438,GALSGLT1le_pos,transport_of_D-Galactose_from_extracellular_space_to_cytosol_of_mucosal_cells_in_small_intestine,Transport__extracellular,Endothelial,SLC5A1
439,r0311_pos,Palmitate:CoA_ligase_(AMP-forming)_Fatty_acid_metabolism_EC:6.2.1.3,Fatty_acid_oxidation,Endothelial,ACSBG2
440,r0355_pos,Glycolysis_/_Glyconeogenesis_EC:2.7.1.1,Glycolysis/gluconeogenesis,Endothelial,GCK
441,r0557_pos,Glutaryl-CoA:dihydrolipoamide_S-succinyltransferase_Lysine_degradation_EC:2.3.1.61,Unassigned,Endothelial,DLST
442,r0451_pos,2-Oxoadipate:lipoamde_2-oxidoreductase(decarboxylating_and_acceptor-succinylating)_Lysine_degradation_EC:1.2.4.2,Unassigned,Endothelial,OGDH
443,HEX7_pos,hexokinase_(D-fructose:ATP),Fructose_and_mannose_metabolism,Endothelial,GCK
444,r1255_pos,EC:6.2.1.3,Fatty_acid_oxidation,Endothelial,ACSBG2
445,r1168_pos,EC:2.3.1.26,Unassigned,Endothelial,SOAT1
446,r1179_pos,EC:3.1.1.13,Unassigned,Endothelial,CEL
447,r1167_pos,EC:2.3.1.26,Unassigned,Endothelial,SOAT1
448,r1177_pos,EC:3.1.1.13,Unassigned,Endothelial,CEL
449,r1172_pos,EC:3.1.1.13,Unassigned,Endothelial,CEL
450,r1164_pos,EC:2.3.1.26,Unassigned,Endothelial,SOAT1
451,NT5C_pos,Nicotinate_D-ribonucleotide_phosphohydrolase,NAD_metabolism,Endothelial,NT5C
452,GK1_neg,guanylate_kinase_(GMP:ATP),Nucleotide_interconversion,Endothelial,GUK1
453,C2tcx_pos,transport_of_acetylcarnitine_from_peroxisomes_to_cytosol,Transport__peroxisomal,Endothelial,SLC25A20
454,HSD17B2r_pos,17-beta-hydroxysteroid_dehydrogenase,Steroid_metabolism,Endothelial,HSD17B2
